unmon_N_in_packets,unmon_N_out_packets,unmon_in_first_thirty,unmon_out_first_thirty,unmon_out_fraction,unmon_in_fraction,unmon_out_std,unmon_in_std,unmon_out_mean,unmon_in_mean,unmon_N_packets,unmon_time_fraction,unmon_sum_N,unmon_incoming_packets_size,unmon_outgoing_packets_size,unmon_total_packets_size,y
9355,585,19,11,0.0588531187,0.941146881,2840.835082,3098.253266,5038.208979,3887.735043,9940,604.9908704,19880,-4789760,299520,-4490240,-1
3779,498,19,11,0.116436755,0.883563245,1218.146104,1334.932007,2166.639058,1929.26506,4277,80.27402402,8554,-1934848,254976,-1679872,-1
884,129,22,8,0.127344521,0.872655479,285.4237494,322.4066681,520.14819,416.8992248,1013,74.98149519,2026,-452608,66048,-386560,-1
2640,406,20,10,0.13328956,0.86671044,869.3495766,927.0613177,1500.006818,1676.263547,3046,170.3579418,6092,-1351680,207872,-1143808,-1
2799,287,17,13,0.0930006481,0.906999352,881.0865477,972.8082951,1555.854948,1423.006969,3086,56.92676628,6172,-1433088,146944,-1286144,-1
2246,191,21,9,0.0783750513,0.921624949,696.4702251,781.2297224,1217.48976,1236.759162,2437,137.373168,4874,-1149952,97792,-1052160,-1
9508,461,22,8,0.0462433544,0.953756646,2854.886282,3169.927068,5030.976967,4036.737527,9969,941.3597734,19938,-4868096,236032,-4632064,-1
1023,168,17,13,0.141057935,0.858942065,320.9252954,406.5851983,628.4780059,398.2321429,1191,56.87679083,2382,-523776,86016,-437760,-1
4521,494,20,10,0.0985044865,0.901495513,1456.338692,1365.241155,2502.782791,2555.746964,5015,171.0436562,10030,-2314752,252928,-2061824,-1
9372,576,20,10,0.0579010856,0.942098914,2838.943358,3045.406566,5059.27977,3595.0625,9948,874.1652021,19896,-4798464,294912,-4503552,-1
4943,1123,22,8,0.185130234,0.814869766,1660.01609,1698.900529,2778.359498,4156.527159,6066,480.6656101,12132,-2530816,574976,-1955840,-1
1019,54,25,5,0.0503261883,0.949673812,306.596331,330.6074059,544.8832188,388.2407407,1073,50.78088027,2146,-521728,27648,-494080,-1
8456,1483,21,9,0.149210182,0.850789818,2601.839488,2889.937583,4506.241249,7614.33176,9939,550.9423503,19878,-4329472,759296,-3570176,-1
6661,392,21,9,0.0555791862,0.944420814,2027.060805,2153.666406,3547.306561,3181.943878,7053,535.9422492,14106,-3410432,200704,-3209728,-1
206,30,27,3,0.127118644,0.872881356,67.88671789,65.89675426,121.6116505,97.13333333,236,44.36090226,472,-105472,15360,-90112,-1
9492,472,27,3,0.0473705339,0.952629466,2858.352423,3081.331701,5027.389802,4079.758475,9964,1295.708713,19928,-4859904,241664,-4618240,-1
73,20,19,11,0.215053763,0.784946237,24.57313562,32.25565842,49.50684932,37.85,93,7.506053269,186,-37376,10240,-27136,-1
1312,122,24,6,0.0850767085,0.914923291,409.8434679,438.5536896,728.5746951,598.4016393,1434,107.3353293,2868,-671744,62464,-609280,-1
1173,169,22,8,0.125931446,0.874068554,386.4743653,372.9348659,688.5285592,553.3076923,1342,112.1136174,2684,-600576,86528,-514048,-1
9089,818,21,9,0.0825678813,0.917432119,2835.201734,3038.096809,4892.305314,5639.50489,9907,649.2136304,19814,-4653568,418816,-4234752,-1
9504,472,21,9,0.0473135525,0.952686447,2852.357024,3107.574607,5053.652673,3676.612288,9976,355.3972212,19952,-4866048,241664,-4624384,-1
9484,488,21,9,0.0489370237,0.951062976,2873.177753,2923.971137,5016.224905,4408.813525,9972,187.3379673,19944,-4855808,249856,-4605952,-1
199,46,20,10,0.187755102,0.812244898,67.4753193,82.89911479,121.2261307,130.673913,245,9.394171779,490,-101888,23552,-78336,-1
2416,179,20,10,0.0689788054,0.931021195,745.2050988,767.1657413,1314.211093,1079.195531,2595,76.82060391,5190,-1236992,91648,-1145344,-1
9445,522,20,10,0.0523728303,0.94762717,2856.118931,3225.560613,4997.578401,4738.314176,9967,377.5378788,19934,-4835840,267264,-4568576,-1
773,86,15,15,0.100116414,0.899883586,240.113103,232.9994815,451.545925,236.3372093,859,63.06901615,1718,-395776,44032,-351744,-1
671,89,20,10,0.117105263,0.882894737,209.1494097,270.5229838,391.6795827,296.2134831,760,69.27985415,1520,-343552,45568,-297984,-1
7068,649,20,10,0.0841000389,0.915899961,2200.743234,2487.545522,3883.092247,3596.620955,7717,253.2655071,15434,-3618816,332288,-3286528,-1
50,25,18,12,0.333333333,0.666666667,22.97641399,16.78160898,41.38,31.24,75,15.59251559,150,-25600,12800,-12800,-1
3503,367,22,8,0.0948320413,0.905167959,1086.350748,1360.08715,1914.005424,2140.66485,3870,232.0143885,7740,-1793536,187904,-1605632,-1
9593,388,17,13,0.0388738603,0.96112614,2860.178787,3161.171464,5036.247889,3872.280928,9981,1181.183432,19962,-4911616,198656,-4712960,-1
9297,649,20,10,0.0652523628,0.934747637,2841.200112,2824.956825,5084.708616,3380.423729,9946,732.9403095,19892,-4760064,332288,-4427776,-1
9289,668,20,10,0.0670884805,0.93291152,2841.149759,3295.115039,4993.19916,4781.550898,9957,417.3093043,19914,-4755968,342016,-4413952,-1
1001,257,20,10,0.204292528,0.795707472,377.4756962,300.5622387,632.9460539,616.077821,1258,36.00457928,2516,-512512,131584,-380928,-1
44,24,19,11,0.352941176,0.647058824,20.69470128,17.1868813,35.95454545,31.83333333,68,24.90842491,136,-22528,12288,-10240,-1
4923,495,17,13,0.0913621262,0.908637874,1534.516919,1830.403931,2702.260207,2781.50303,5418,180.7204803,10836,-2520576,253440,-2267136,-1
369,22,21,9,0.0562659847,0.943734015,110.1172871,148.2496011,197.8888889,164.3181818,391,71.09090909,782,-188928,11264,-177664,-1
5573,809,20,10,0.12676277,0.87323723,1864.241923,1605.412209,3122.706262,3665.402967,6382,133.0692244,12764,-2853376,414208,-2439168,-1
633,74,20,10,0.10466761,0.89533239,199.8727907,227.5349422,361.3917852,290.7702703,707,29.55685619,1414,-324096,37888,-286208,-1
9305,641,20,10,0.0644480193,0.935551981,2830.194981,3383.374841,4944.688017,5391.74571,9946,1271.867008,19892,-4764160,328192,-4435968,-1
1910,155,20,10,0.0750605327,0.924939467,589.0355985,585.5193085,1059.569634,705.5935484,2065,73.93483709,4130,-977920,79360,-898560,-1
2579,113,17,13,0.0419762259,0.958023774,770.3283699,863.1961375,1359.954634,1039.424779,2692,280.7090719,5384,-1320448,57856,-1262592,-1
9203,752,21,9,0.0755399297,0.92446007,2846.276377,2990.863023,5065.388678,3908.534574,9955,408.8295688,19910,-4711936,385024,-4326912,-1
5663,450,22,8,0.0736136103,0.92638639,1747.963935,1902.87125,3093.813173,2593.726667,6113,174.010817,12226,-2899456,230400,-2669056,-1
9670,317,25,5,0.0317412636,0.968258736,2877.293134,3029.232853,5005.981489,4628.507886,9987,336.4892183,19974,-4951040,162304,-4788736,-1
5094,487,21,9,0.0872603476,0.912739652,1612.010937,1533.097315,2748.708873,3233.36345,5581,205.7132326,11162,-2608128,249344,-2358784,-1
1380,101,20,10,0.0681971641,0.931802836,418.4182044,502.629587,754.2992754,559.2871287,1481,46.47003452,2962,-706560,51712,-654848,-1
9408,541,20,10,0.0543773244,0.945622676,2843.541993,3267.107379,5010.629783,4355.397412,9949,770.0464396,19898,-4816896,276992,-4539904,-1
5454,307,18,12,0.0532893595,0.946710641,1657.997205,1653.709376,2912.441144,2322.433225,5761,225.8330067,11522,-2792448,157184,-2635264,-1
4977,520,21,9,0.0945970529,0.905402947,1569.227537,1711.842972,2714.572835,3078.507692,5497,241.7326297,10994,-2548224,266240,-2281984,-1
6413,918,21,9,0.125221661,0.874778339,2018.993991,2324.880382,3482.235615,4949.748366,7331,221.8825666,14662,-3283456,470016,-2813440,-1
5829,349,18,12,0.0564907737,0.943509226,1764.071333,1948.951059,3131.820552,2382.661891,6178,186.590154,12356,-2984448,178688,-2805760,-1
3554,302,16,14,0.0783195021,0.921680498,1102.636739,1181.18126,1900.533202,2257.619205,3856,132.7823691,7712,-1819648,154624,-1665024,-1
2598,142,20,10,0.0518248175,0.948175182,779.8320373,971.4859632,1368.157429,1413.359155,2740,263.2084534,5480,-1330176,72704,-1257472,-1
5541,450,20,10,0.075112669,0.924887331,1693.503136,1992.139398,2938.734344,3701.131111,5991,177.8272484,11982,-2836992,230400,-2606592,-1
4737,224,21,9,0.0451521871,0.954847813,1422.872118,1594.185698,2493.024066,2226.723214,4961,149.6079614,9922,-2425344,114688,-2310656,-1
9489,484,19,11,0.0485310338,0.951468966,2875.117532,2951.927367,4982.64443,5072.392562,9973,438.9524648,19946,-4858368,247808,-4610560,-1
1040,91,19,11,0.0804597701,0.91954023,321.4066651,374.7576087,571.175,506.8571429,1131,53.88280133,2262,-532480,46592,-485888,-1
4035,360,20,10,0.0819112628,0.918088737,1270.676399,1194.725289,2228.443618,1856.777778,4395,86.22719247,8790,-2065920,184320,-1881600,-1
440,99,19,11,0.183673469,0.816326531,147.5152983,170.5209541,285.7704545,199.9090909,539,83.05084746,1078,-225280,50688,-174592,-1
8454,1477,23,7,0.148726211,0.851273789,2570.303081,3086.506894,4512.342205,7562.630332,9931,556.0470325,19862,-4328448,756224,-3572224,-1
139,23,27,3,0.141975309,0.858024691,47.17472399,42.70109768,79.74820144,92.08695652,162,5.680224404,324,-71168,11776,-59392,-1
9526,438,27,3,0.0439582497,0.95604175,2866.902917,3069.450197,4990.676045,4804.680365,9964,1040.083507,19928,-4877312,224256,-4653056,-1
658,91,18,12,0.121495327,0.878504673,204.7879925,269.6619928,362.8221884,463.0549451,749,32.27057303,1498,-336896,46592,-290304,-1
4160,309,21,9,0.069142985,0.930857015,1269.93151,1310.790215,2292.371875,1462.614887,4469,168.3239171,8938,-2129920,158208,-1971712,-1
6135,280,21,9,0.0436477007,0.956352299,1849.643291,1874.015422,3221.862429,2904.264286,6415,381.164587,12830,-3141120,143360,-2997760,-1
1539,163,21,9,0.0957696827,0.904230317,483.2741676,479.862626,880.899935,573.9141104,1702,36.64944014,3404,-787968,83456,-704512,-1
6793,363,22,8,0.0507266629,0.949273337,2053.786726,2273.770638,3585.918593,3439.672176,7156,191.9527897,14312,-3478016,185856,-3292160,-1
4021,234,20,10,0.0549941246,0.945005875,1208.249645,1370.237572,2166.834121,1460.683761,4255,357.2628044,8510,-2058752,119808,-1938944,-1
336,66,16,14,0.164179104,0.835820896,112.07359,131.8434946,206.2470238,177.3333333,402,33.16831683,804,-172032,33792,-138240,-1
629,49,17,13,0.0722713864,0.927728614,190.6113298,196.3539949,351.3863275,186.9183673,678,127.2045028,1356,-322048,25088,-296960,-1
6382,575,21,9,0.0826505678,0.917349432,1975.166355,2218.607601,3544.527107,2751.706087,6957,244.7923997,13914,-3267584,294400,-2973184,-1
61,27,19,11,0.306818182,0.693181818,26.22769461,23.11805451,45.90163934,41.33333333,88,20.6088993,176,-31232,13824,-17408,-1
4444,427,21,9,0.0876616711,0.912338329,1382.98912,1551.532445,2390.862511,2905.76815,4871,119.7688714,9742,-2275328,218624,-2056704,-1
2090,220,20,10,0.0952380952,0.904761905,652.1827019,783.3719647,1167.624402,1040.318182,2310,57.83675513,4620,-1070080,112640,-957440,-1
1148,70,20,10,0.0574712644,0.942528736,346.4086058,414.6699521,615.7578397,506.8714286,1218,36.74208145,2436,-587776,35840,-551936,-1
5255,582,16,14,0.0997087545,0.900291246,1673.817759,1745.234712,2957.237108,2573.749141,5837,333.5428571,11674,-2690560,297984,-2392576,-1
1824,124,21,9,0.0636550308,0.936344969,554.9177351,589.0543284,994.3667763,682.266129,1948,128.5808581,3896,-933888,63488,-870400,-1
371,61,15,15,0.141203704,0.858796296,120.4406507,123.5726331,228.9191375,140.9672131,432,89.07216495,864,-189952,31232,-158720,-1
1793,153,27,3,0.078622816,0.921377184,566.1583774,506.3232619,970.7858338,1005.30719,1946,113.3372161,3892,-918016,78336,-839680,-1
3503,292,18,12,0.0769433465,0.923056653,1082.386163,1074.579328,1947.927491,1299.041096,3795,72.4513173,7590,-1793536,149504,-1644032,-1
7999,632,20,10,0.0732244236,0.926775576,2406.287659,3162.374404,4223.061383,5492.291139,8631,395.0114416,17262,-4095488,323584,-3771904,-1
3266,426,18,12,0.115384615,0.884615385,1056.84482,1085.012432,1806.899265,2150.105634,3692,125.9208731,7384,-1672192,218112,-1454080,-1
3992,610,16,14,0.132551065,0.867448935,1292.273468,1505.363843,2252.246242,2623.829508,4602,95.31897266,9204,-2043904,312320,-1731584,-1
2310,187,21,9,0.0748898678,0.925110132,709.1542886,851.03061,1251.944156,1212.631016,2497,68.8447753,4994,-1182720,95744,-1086976,-1
7725,413,20,10,0.0507495699,0.94925043,2325.804176,2517.993628,4127.217605,2989.915254,8138,150.4251386,16276,-3955200,211456,-3743744,-1
4550,291,20,10,0.0601115472,0.939888453,1379.204513,1602.986772,2447.06022,2013.52921,4841,277.8989667,9682,-2329600,148992,-2180608,-1
5008,305,20,10,0.0574063618,0.942593638,1507.676034,1905.743551,2648.304513,2799.777049,5313,110.4803493,10626,-2564096,156160,-2407936,-1
8427,1091,20,10,0.114624921,0.885375079,2738.022269,2818.450308,4746.187611,4862.326306,9518,176.9802901,19036,-4314624,558592,-3756032,-1
1276,181,20,10,0.124227865,0.875772135,415.5720343,453.0621652,724.2601881,762.4143646,1457,84.95626822,2914,-653312,92672,-560640,-1
6658,385,21,9,0.0546642056,0.945335794,2007.436261,2434.335091,3518.598378,3580.825974,7043,130.0406204,14086,-3408896,197120,-3211776,-1
1417,143,18,12,0.0916666667,0.908333333,434.337734,475.0894454,813.4424841,454.0699301,1560,280.0718133,3120,-725504,73216,-652288,-1
300,56,17,13,0.157303371,0.842696629,98.81158698,108.7894413,187.8833333,128.2321429,356,44.05940594,712,-153600,28672,-124928,-1
1413,129,21,9,0.0836575875,0.916342412,441.4153591,482.8288268,768.5194621,804.1472868,1542,146.8571429,3084,-723456,66048,-657408,-1
1716,109,19,11,0.0597260274,0.940273973,515.5396167,552.2994074,937.469697,527.7706422,1825,64.1025641,3650,-878592,55808,-822784,-1
8651,585,27,3,0.0633391078,0.936660892,2649.426055,2894.438768,4603.909259,4834.268376,9236,202.7216857,18472,-4429312,299520,-4129792,-1
9444,528,19,11,0.0529482551,0.947051745,2866.07695,2964.336155,5034.958492,4119.753788,9972,314.0787402,19944,-4835328,270336,-4564992,-1
3543,259,22,8,0.068122041,0.931877959,1103.751433,907.3163586,1932.61558,1475.853282,3802,246.8831169,7604,-1814016,132608,-1681408,-1
9454,509,27,3,0.0510890294,0.948910971,2848.99273,3007.34132,5058.128305,3568.017682,9963,1045.435467,19926,-4840448,260608,-4579840,-1
1177,63,20,10,0.0508064516,0.949193548,355.6798611,373.0719796,627.7468139,485.1111111,1240,63.98348813,2480,-602624,32256,-570368,-1
3235,343,22,8,0.095863611,0.904136389,1018.575678,1139.9579,1768.330139,1989.163265,3578,104.77306,7156,-1656320,175616,-1480704,-1
9584,397,27,3,0.0397755736,0.960224426,2878.281601,2903.480742,5012.727462,4466.476071,9981,958.7896254,19962,-4907008,203264,-4703744,-1
5850,270,20,10,0.0441176471,0.955882353,1750.889872,2078.422941,3063.903932,2986.748148,6120,434.6590909,12240,-2995200,138240,-2856960,-1
9472,492,20,10,0.0493777599,0.95062224,2866.558234,3000.377937,5012.665118,4401.760163,9964,871.7410324,19928,-4849664,251904,-4597760,-1
172,23,23,7,0.117948718,0.882051282,53.67653802,72.74771903,97.35465116,102.826087,195,5.595408895,390,-88064,11776,-76288,-1
9572,412,20,10,0.0412660256,0.958733974,2879.293703,2848.941673,5024.324488,4253.121359,9984,531.0638298,19968,-4900864,210944,-4689920,-1
9055,860,20,10,0.0867372668,0.913262733,2875.969243,2673.779037,4999.801215,4517.872093,9915,647.1932115,19830,-4636160,440320,-4195840,-1
38,15,18,12,0.283018868,0.716981132,14.77551317,15.42494372,29,21.93333333,53,12.3255814,106,-19456,7680,-11776,-1
3570,306,22,8,0.0789473684,0.921052632,1096.426248,1351.911943,1932.538655,2008.04902,3876,138.2310984,7752,-1827840,156672,-1671168,-1
8907,919,22,8,0.0935273763,0.906472624,2843.852746,2760.280448,4928.433367,4768.764962,9826,185.9224219,19652,-4560384,470528,-4089856,-1
176,84,23,7,0.323076923,0.676923077,78.0160571,68.07138693,133.2727273,124.6904762,260,33.41902314,520,-90112,43008,-47104,-1
9475,487,22,8,0.0488857659,0.951114234,2861.869617,2953.901501,5034.01562,3959.76386,9962,515.098242,19924,-4851200,249344,-4601856,-1
131,21,18,12,0.138157895,0.861842105,42.17916948,45.1951676,80.69465649,50.33333333,152,14.16589003,304,-67072,10752,-56320,-1
9346,613,20,10,0.0615523647,0.938447635,2863.953775,2709.273861,5067.215172,3650.288744,9959,1110.25641,19918,-4785152,313856,-4471296,-1
9602,384,20,10,0.0384538354,0.961546165,2868.80081,3129.785989,5021.637471,4289.916667,9986,677.0169492,19972,-4916224,196608,-4719616,-1
2238,114,17,13,0.0484693878,0.951530612,670.5416405,760.5544794,1192.652815,859.3947368,2352,201.888412,4704,-1145856,58368,-1087488,-1
8611,975,20,10,0.101710828,0.898289172,2742.889154,2914.504172,4730.166996,5352.844103,9586,199.2931393,19172,-4408832,499200,-3909632,-1
1137,46,24,6,0.0388841927,0.961115807,338.5723726,384.8468848,597.2875989,461.3043478,1183,121.3333333,2366,-582144,23552,-558592,-1
9387,551,21,9,0.0554437513,0.944556249,2850.226003,2937.751,5037.356877,3813.470054,9938,575.1157407,19876,-4806144,282112,-4524032,-1
9433,521,20,10,0.0523407675,0.947659232,2865.66123,2962.206455,5006.644546,4449.821497,9954,1212.423873,19908,-4829696,266752,-4562944,-1
7651,1610,19,11,0.173847317,0.826152683,2722.423125,2379.19153,4539.252647,5066.999379,9261,179.8951049,18522,-3917312,824320,-3092992,-1
3711,374,21,9,0.0915544676,0.908445532,1157.721213,1374.604257,2043.137968,2041.631016,4085,144.1425547,8170,-1900032,191488,-1708544,-1
9297,645,21,9,0.0648762824,0.935123718,2861.420981,2889.886712,5023.246101,4225.634109,9942,514.8627654,19884,-4760064,330240,-4429824,-1
2589,270,22,8,0.0944386149,0.905561385,825.0691917,814.9997861,1444.359212,1292.311111,2859,79.10902048,5718,-1325568,138240,-1187328,-1
4148,229,21,9,0.0523189399,0.94768106,1252.819935,1441.333603,2193.585583,2105.938865,4377,87.82102729,8754,-2123776,117248,-2006528,-1
9414,540,22,8,0.0542495479,0.945750452,2882.08244,2698.569423,4996.054706,4654.02963,9954,805.9919028,19908,-4819968,276480,-4543488,-1
6813,442,21,9,0.060923501,0.939076499,2061.728145,2517.779743,3604.807867,3985.484163,7255,256.1793785,14510,-3488256,226304,-3261952,-1
1675,186,17,13,0.0999462654,0.900053735,527.6623644,562.9232503,957.5313433,692.0752688,1861,96.52489627,3722,-857600,95232,-762368,-1
8630,1248,22,8,0.126341365,0.873658635,2867.020607,2513.783932,4791.450058,5963.27484,9878,232.4782302,19756,-4418560,638976,-3779584,-1
6764,550,21,9,0.0751982499,0.92480175,2100.46712,2187.149878,3619.271881,4127.636364,7314,222.1075008,14628,-3463168,281600,-3181568,-1
9614,368,22,8,0.0368663594,0.963133641,2872.947848,3066.032966,5008.164656,4556.13587,9982,522.0711297,19964,-4922368,188416,-4733952,-1
3006,367,20,10,0.108805218,0.891194782,961.4490486,1059.629463,1703.086161,1555.242507,3373,65.21655066,6746,-1539072,187904,-1351168,-1
4606,263,23,7,0.0540151982,0.945984802,1384.879236,1703.997317,2419.037343,2714.558935,4869,388.277512,9738,-2358272,134656,-2223616,-1
160,33,19,11,0.170984456,0.829015544,54.45844137,51.6622321,103.24375,66.72727273,193,28.76304024,386,-81920,16896,-65024,-1
59,38,18,12,0.391752577,0.608247423,27.73914067,28.396883,49.22033898,48.65789474,97,8.449477352,194,-30208,19456,-10752,-1
4598,467,20,10,0.092201382,0.907798618,1452.675063,1550.201336,2525.290996,2608.901499,5065,100.2374827,10130,-2354176,239104,-2115072,-1
5892,816,16,14,0.121645796,0.878354204,1913.245963,2094.703161,3364.975221,3278.862745,6708,128.3336522,13416,-3016704,417792,-2598912,-1
4458,644,20,10,0.12622501,0.87377499,1366.434464,1623.537448,2379.402198,3742.822981,5102,94.93859323,10204,-2282496,329728,-1952768,-1
4732,740,16,14,0.135233918,0.864766082,1531.908817,1802.108587,2671.928994,3149.405405,5472,115.2242577,10944,-2422784,378880,-2043904,-1
9527,462,21,9,0.046250876,0.953749124,2882.091793,2794.189219,5034.167104,4187.32684,9989,412.257532,19978,-4877824,236544,-4641280,-1
4120,273,20,10,0.0621443205,0.937855679,1256.8673,1245.381566,2241.789078,1521.062271,4393,83.24805761,8786,-2109440,139776,-1969664,-1
7561,337,21,9,0.0426690301,0.95733097,2261.289478,2649.713632,3961.76802,3674.252226,7898,747.9166667,15796,-3871232,172544,-3698688,-1
9127,633,21,9,0.0648565574,0.935143443,2800.999938,3043.322234,4873.621891,4979.672986,9760,192.353173,19520,-4673024,324096,-4348928,-1
1817,132,20,10,0.0677270395,0.93227296,558.503863,568.8212335,991.6929004,745.219697,1949,153.9494471,3898,-930304,67584,-862720,-1
1032,111,17,13,0.0971128609,0.902887139,320.0775919,404.1324642,579.4021318,503.1801802,1143,104.0983607,2286,-528384,56832,-471552,-1
3164,340,21,9,0.0970319635,0.902968037,991.9201027,1176.101039,1759.95196,1683.152941,3504,122.6890756,7008,-1619968,174080,-1445888,-1
6212,511,25,5,0.0760077346,0.923992265,1911.39429,2176.650247,3412.262556,2750.980431,6723,456.7255435,13446,-3180544,261632,-2918912,-1
1570,158,20,10,0.0914351852,0.908564815,490.1099895,574.6127802,858.1751592,927.3481013,1728,75.06516073,3456,-803840,80896,-722944,-1
9563,415,27,3,0.0415915013,0.958408499,2863.34123,3043.702834,5037.761581,3877.390361,9978,837.7833753,19956,-4896256,212480,-4683776,-1
2258,127,17,13,0.0532494759,0.946750524,674.3696735,847.2025013,1210.168733,887.7480315,2385,432.8493648,4770,-1156096,65024,-1091072,-1
2789,439,20,10,0.135997522,0.864002478,923.7832308,975.9866653,1599.294012,1711.104784,3228,192.0285544,6456,-1427968,224768,-1203200,-1
9255,662,19,11,0.0667540587,0.933245941,2808.80395,3511.604428,4932.694976,5326.753776,9917,1083.825137,19834,-4738560,338944,-4399616,-1
91,34,20,10,0.272,0.728,35.06268818,38.654053,63.47252747,61.73529412,125,28.40909091,250,-46592,17408,-29184,-1
3615,290,20,10,0.0742637644,0.925736236,1115.888399,1259.348332,1948.615768,2007.651724,3905,276.5580737,7810,-1850880,148480,-1702400,-1
960,124,23,7,0.114391144,0.885608856,302.6112768,381.3923701,537.63125,580.1935484,1084,20.63189951,2168,-491520,63488,-428032,-1
9610,376,17,13,0.0376527138,0.962347286,2866.068799,3147.343107,5028.872633,4089.428191,9986,1047.848898,19972,-4920320,192512,-4727808,-1
5793,419,21,9,0.0674500966,0.932549903,1765.817899,2123.990089,3122.769204,2881.565632,6212,223.4532374,12424,-2966016,214528,-2751488,-1
9205,745,22,8,0.0748743719,0.925125628,2834.061736,3206.024647,5039.16654,4188.855034,9950,1093.406593,19900,-4712960,381440,-4331520,-1
2203,177,22,8,0.0743697479,0.925630252,671.8979507,843.1914655,1180.336813,1316.99435,2380,129.1372762,4760,-1127936,90624,-1037312,-1
8099,568,20,10,0.0655359409,0.934464059,2488.737181,2679.260839,4343.907149,4192.735915,8667,258.2538737,17334,-4146688,290816,-3855872,-1
44,14,20,10,0.24137931,0.75862069,16.33659382,16.50803762,31.45454545,23.35714286,58,11.0056926,116,-22528,7168,-15360,-1
292,43,21,9,0.128358209,0.871641791,93.17281944,97.7917457,177.0616438,106.4651163,335,39.64497041,670,-149504,22016,-127488,-1
1249,111,22,8,0.0816176471,0.918382353,389.1785443,429.0279778,679.4603683,692.1981982,1360,103.1866464,2720,-639488,56832,-582656,-1
8166,1350,21,9,0.14186633,0.85813367,2814.504098,2292.127415,4735.517022,4897.521481,9516,178.4696174,19032,-4180992,691200,-3489792,-1
9558,418,20,10,0.0419005613,0.958099439,2865.451663,3137.020689,5013.478343,4417.344498,9976,1275.703325,19952,-4893696,214016,-4679680,-1
425,103,18,12,0.195075758,0.804924242,146.9116779,173.3073595,264.4352941,264.7669903,528,25.69343066,1056,-217600,52736,-164864,-1
4708,717,22,8,0.132165899,0.867834101,1533.398559,1635.555622,2618.648046,3332.538354,5425,122.8765572,10850,-2410496,367104,-2043392,-1
9366,585,16,14,0.0587880615,0.941211938,2852.14055,3063.009036,5028.324365,4138.273504,9951,822.3966942,19902,-4795392,299520,-4495872,-1
3471,166,22,8,0.0456420126,0.954357987,1037.617394,1162.21543,1844.081533,1294.554217,3637,545.2773613,7274,-1777152,84992,-1692160,-1
1768,239,19,11,0.119083209,0.880916791,572.1938082,627.8289712,997.479638,1052.23431,2007,157.7830189,4014,-905216,122368,-782848,-1
1656,90,27,3,0.0515463918,0.948453608,499.1507986,555.5780139,883.455314,690.3222222,1746,120.5801105,3492,-847872,46080,-801792,-1
4410,490,21,9,0.1,0.9,1404.116728,1502.87184,2458.537868,2378.159184,4900,96.49468295,9800,-2257920,250880,-2007040,-1
903,99,20,10,0.0988023952,0.901197605,287.5892782,295.7274402,508.8316722,434.6262626,1002,19.57413557,2004,-462336,50688,-411648,-1
264,55,16,14,0.172413793,0.827586207,88.14287375,96.50330187,169.625,113.8,319,29.81308411,638,-135168,28160,-107008,-1
5430,692,20,10,0.113034956,0.886965044,1763.694919,1682.724092,3136.521731,2472.817919,6122,292.0801527,12244,-2780160,354304,-2425856,-1
7179,459,22,8,0.0600942655,0.939905734,2216.582343,1982.820255,3841.165901,3480.633987,7638,145.5688965,15276,-3675648,235008,-3440640,-1
9477,489,21,9,0.0490668272,0.950933173,2856.42701,2988.570637,5047.623826,3740.756646,9966,991.641791,19932,-4852224,250368,-4601856,-1
5730,508,20,10,0.0814363578,0.918563642,1801.5603,1785.152523,3106.544328,3265.633858,6238,123.4758511,12476,-2933760,260096,-2673664,-1
2378,177,22,8,0.0692759295,0.93072407,721.9198141,850.4977003,1303.633305,933.6158192,2555,397.3561431,5110,-1217536,90624,-1126912,-1
2097,306,20,10,0.127340824,0.872659176,674.2114024,759.8593821,1161.93753,1476.545752,2403,58.26867119,4806,-1073664,156672,-916992,-1
6866,425,20,10,0.0582910438,0.941708956,2077.810367,2443.722071,3677.620157,3135.167059,7291,196.7350243,14582,-3515392,217600,-3297792,-1
9434,540,22,8,0.054140766,0.945859234,2858.529759,3044.266461,5045.861777,3967.898148,9974,391.2907022,19948,-4830208,276480,-4553728,-1
1054,129,22,8,0.109044801,0.890955199,336.1374505,381.5390079,588.8216319,617.9689922,1183,30.55268595,2366,-539648,66048,-473600,-1
9523,463,21,9,0.0463649109,0.953635089,2843.635032,3256.208516,5065.651055,3509.4946,9986,772.9102167,19972,-4875776,237056,-4638720,-1
471,75,25,5,0.137362637,0.862637363,152.9545092,182.4214286,277.2929936,249.68,546,9.989023052,1092,-241152,38400,-202752,-1
1005,226,22,8,0.183590577,0.816409423,350.6620971,375.4324266,614.2189055,623.920354,1231,35.39390454,2462,-514560,115712,-398848,-1
7749,416,21,9,0.0509491733,0.949050827,2333.510578,2605.389053,4130.437089,3199.370192,8165,352.0914187,16330,-3967488,212992,-3754496,-1
9071,391,22,8,0.0413231875,0.958676813,2716.29852,2915.80312,4770.934627,3816.636829,9462,1152.496955,18924,-4644352,200192,-4444160,-1
9250,671,19,11,0.0676343111,0.932365689,2839.077527,3179.8692,4946.019892,5167.506706,9921,1030.218069,19842,-4736000,343552,-4392448,-1
9622,368,21,9,0.0368368368,0.963163163,2864.667008,3204.594142,5031.750572,4047.665761,9990,842.3271501,19980,-4926464,188416,-4738048,-1
8225,679,22,8,0.0762578616,0.923742138,2538.518144,2928.606902,4454.746869,4425.282769,8904,399.8203862,17808,-4211200,347648,-3863552,-1
