N_in_packets,N_out_packets,in_first_thirty,out_first_thirty,out_fraction,in_fraction,out_std,in_std,out_mean,in_mean,N_packets,time_fraction,sum_N,incoming_packets_size,outgoing_packets_size,total_packets_size,y
779,105,22,8,0.118778281,0.881221719,247.6161456,302.801679,447.6867779,404.0190476,884,145.3947368,1768,-398848,53760,-345088,1
768,103,22,8,0.118254879,0.881745121,244.5230856,295.1020174,441.1901042,397.3009709,871,203.5046729,1742,-393216,52736,-340480,1
986,116,23,7,0.105263158,0.894736842,314.3734396,338.498194,560.6501014,473.7241379,1102,176.32,2204,-504832,59392,-445440,1
829,106,23,7,0.113368984,0.886631016,264.3099663,308.2182879,472.26538,434.6415094,935,164.6126761,1870,-424448,54272,-370176,1
979,112,23,7,0.102658112,0.897341888,314.1906207,303.9727514,557.3329928,446.9375,1091,127.7517564,2182,-501248,57344,-443904,1
1022,117,23,7,0.102721686,0.897278314,326.5103403,337.647835,579.2113503,489.5384615,1139,137.3944511,2278,-523264,59904,-463360,1
898,112,23,7,0.110891089,0.889108911,287.5902544,319.6588901,509.688196,471.9196429,1010,106.3157895,2020,-459776,57344,-402432,1
988,118,24,6,0.106690778,0.893309222,316.6483123,311.7346977,568.9534413,424.1101695,1106,143.0789133,2212,-505856,60416,-445440,1
940,117,23,7,0.110690634,0.889309366,300.988556,334.8796372,532.9361702,497.3760684,1057,144.5964432,2114,-481280,59904,-421376,1
805,59,24,6,0.068287037,0.931712963,247.2742246,270.9700768,436.5590062,377.1186441,864,109.5057034,1728,-412160,30208,-381952,1
770,63,23,7,0.0756302521,0.924369748,238.1430486,260.2046707,421.7896104,358.4603175,833,38.05390589,1666,-394240,32256,-361984,1
785,67,22,8,0.0786384977,0.921361502,243.5584826,266.6597698,431.066242,373,852,154.0687161,1704,-401920,34304,-367616,1
850,65,23,7,0.0710382514,0.928961749,261.6377521,291.0036442,461.5141176,412.0461538,915,160.8084359,1830,-435200,33280,-401920,1
812,68,23,7,0.0772727273,0.922727273,250.8797009,279.2917215,446.4913793,368.9558824,880,90.81527348,1760,-415744,34816,-380928,1
626,49,23,7,0.0725925926,0.927407407,191.3083846,232.2522111,340.9456869,300.3673469,675,90.12016021,1350,-320512,25088,-295424,1
631,58,23,7,0.084179971,0.915820029,194.1028045,243.8406144,347.1537242,321.5689655,689,12.13669191,1378,-323072,29696,-293376,1
805,63,23,7,0.0725806452,0.927419355,248.109539,273.8912986,438.9242236,377.968254,868,130.5263158,1736,-412160,32256,-379904,1
805,59,23,7,0.068287037,0.931712963,247.4240108,270.7484779,435.9664596,385.2033898,864,192,1728,-412160,30208,-381952,1
811,64,23,7,0.0731428571,0.926857143,250.0326009,279.3895061,441.4278668,394.5625,875,118.724559,1750,-415232,32768,-382464,1
731,59,23,7,0.0746835443,0.925316456,224.7576982,262.3313526,398.6812585,356.0847458,790,152.2157996,1580,-374272,30208,-344064,1
809,63,23,7,0.0722477064,0.927752294,249.1848209,275.5030315,441.1236094,377.1269841,872,156.5529623,1744,-414208,32256,-381952,1
808,62,23,7,0.0712643678,0.928735632,248.5249747,276.996396,439.8267327,379.1129032,870,112.2580645,1740,-413696,31744,-381952,1
626,52,22,8,0.0766961652,0.923303835,191.684571,233.551193,343.5607029,290.6153846,678,60.48171276,1356,-320512,26624,-293888,1
785,66,23,7,0.0775558167,0.922444183,243.1252775,266.8497891,431.0369427,366.0909091,851,129.7256098,1702,-401920,33792,-368128,1
710,56,24,6,0.0731070496,0.92689295,217.5538854,258.4684952,386.8549296,340.9642857,766,90.75829384,1532,-363520,28672,-334848,1
773,67,23,7,0.0797619048,0.920238095,239.1029641,278.1240838,421.8124191,405.358209,840,14.59600348,1680,-395776,34304,-361472,1
663,58,23,7,0.080443828,0.919556172,204.7030769,235.6117168,366.306184,300.3448276,721,96.90860215,1442,-339456,29696,-309760,1
629,55,23,7,0.0804093567,0.919590643,193.2348183,233.5576139,347.3084261,287.5090909,684,87.02290076,1368,-322048,28160,-293888,1
567,51,23,7,0.0825242718,0.917475728,175.4578894,190.3826193,316.7901235,228.4509804,618,9.990300679,1236,-290304,26112,-264192,1
1023,117,23,7,0.102631579,0.897368421,325.6551798,349.099729,578.9550342,496.5726496,1140,84.19497784,2280,-523776,59904,-463872,1
805,94,24,6,0.104560623,0.895439377,254.5855304,296.0923238,454.1329193,414.606383,899,109.3673966,1798,-412160,48128,-364032,1
950,110,23,7,0.103773585,0.896226415,303.0989994,314.281601,541.5147368,435.3727273,1060,146.4088398,2120,-486400,56320,-430080,1
938,111,23,7,0.105815062,0.894184938,298.9052422,326.7172864,532.8027719,459.0630631,1049,176.8971332,2098,-480256,56832,-423424,1
817,104,23,7,0.112920738,0.887079262,259.3741029,311.3037031,458.1162791,483.6538462,921,151.2315271,1842,-418304,53248,-365056,1
1027,107,22,8,0.094356261,0.905643739,324.9352533,326.6836947,579.8860759,448.6168224,1134,140.1730532,2268,-525824,54784,-471040,1
839,105,24,6,0.111228814,0.888771186,266.9653919,310.2660639,477.6340882,431.4761905,944,282.6347305,1888,-429568,53760,-375808,1
1008,111,23,7,0.0991957105,0.90080429,321.1030369,338.3965235,563.4513889,528.6576577,1119,154.3448276,2238,-516096,56832,-459264,1
810,100,23,7,0.10989011,0.89010989,258.4911911,287.1722958,463.1234568,393.75,910,119.5795007,1820,-414720,51200,-363520,1
839,105,23,7,0.111228814,0.888771186,267.478203,305.6449519,478.4576877,424.8952381,944,134.8571429,1888,-429568,53760,-375808,1
1007,117,23,7,0.104092527,0.895907473,321.6172006,340.1965399,570.59285,492.8461538,1124,196.1605585,2248,-515584,59904,-455680,1
981,117,23,7,0.106557377,0.893442623,314.5120226,332.9740499,555.2303772,501.4529915,1098,190.9565217,2196,-502272,59904,-442368,1
933,103,24,6,0.0994208494,0.900579151,296.7838878,318.9613257,519.0675241,513.3592233,1036,112.4864278,2072,-477696,52736,-424960,1
1038,114,23,7,0.0989583333,0.901041667,333.1694505,310.2293189,587.2418112,478.6929825,1152,156.5217391,2304,-531456,58368,-473088,1
813,98,23,7,0.107574094,0.892425906,258.325348,292.6248665,462.901599,398.744898,911,211.3689095,1822,-416256,50176,-366080,1
816,97,23,7,0.106243154,0.893756846,260.1451608,271.4280962,468.6985294,358.5876289,913,140.0306748,1826,-417792,49664,-368128,1
1082,121,23,7,0.100581879,0.899418121,344.3764719,366.2005715,609.0600739,538.8677686,1203,117.7103718,2406,-553984,61952,-492032,1
1017,114,23,7,0.100795756,0.899204244,324.2137119,343.6944273,570.373648,526.9824561,1131,166.0792952,2262,-520704,58368,-462336,1
1080,119,23,7,0.0992493745,0.900750626,344.5956633,356.3747715,605.0814815,553.8823529,1199,161.155914,2398,-552960,60928,-492032,1
1007,111,22,8,0.0992844365,0.900715564,320.6228871,332.5978326,567.5273088,486.6756757,1118,96.88041594,2236,-515584,56832,-458752,1
2215,172,23,7,0.0720569753,0.927943025,686.6669168,638.0222971,1218.839729,874.1162791,2387,208.2897033,4774,-1134080,88064,-1046016,1
2368,189,23,7,0.0739147438,0.926085256,731.6161478,763.1404367,1301.081081,1002.343915,2557,298.3663944,5114,-1212416,96768,-1115648,1
2471,232,23,7,0.0858305586,0.914169441,772.005277,727.5364352,1393.768919,907.125,2703,186.2853205,5406,-1265152,118784,-1146368,1
2475,205,23,7,0.0764925373,0.923507463,764.5258369,797.6235407,1369.392727,991.6731707,2680,207.1097372,5360,-1267200,104960,-1162240,1
2480,181,23,7,0.0680195415,0.931980458,759.6920016,823.1675426,1352.118145,1041.646409,2661,350.5928854,5322,-1269760,92672,-1177088,1
2263,170,23,7,0.0698725853,0.930127415,694.8836171,744.8926172,1237.134335,948.9764706,2433,253.4375,4866,-1158656,87040,-1071616,1
2467,225,23,7,0.0835809807,0.916419019,766.2975571,760.4406401,1386.383056,909.2044444,2692,165.9679408,5384,-1263104,115200,-1147904,1
2239,208,22,8,0.0850020433,0.914997957,698.4337348,672.9844233,1260.244752,833.8461538,2447,526.2365591,4894,-1146368,106496,-1039872,1
2307,211,23,7,0.083796664,0.916203336,720.8051981,676.4873483,1295.269614,868.4075829,2518,608.2125604,5036,-1181184,108032,-1073152,1
2257,161,23,7,0.0665839537,0.933416046,694.795631,719.2685558,1221.975188,1034.614907,2418,42.30971129,4836,-1155584,82432,-1073152,1
2332,223,23,7,0.0872798434,0.912720157,728.5028906,720.8533709,1314.918525,891.9282511,2555,298.1330222,5110,-1193984,114176,-1079808,1
2146,215,23,7,0.0910631089,0.908936891,675.0555134,631.703936,1218.431966,807.3767442,2361,456.6731141,4722,-1098752,110080,-988672,1
2476,234,22,8,0.0863468635,0.913653137,772.2376257,772.3975276,1393.941034,948.7478632,2710,460.1018676,5420,-1267712,119808,-1147904,1
2364,172,23,7,0.0678233438,0.932176656,729.1019259,724.9254099,1287.116751,1012.627907,2536,345.5040872,5072,-1210368,88064,-1122304,1
2492,176,23,7,0.0659670165,0.934032984,767.9754039,774.2697319,1348.458266,1136.863636,2668,338.5786802,5336,-1275904,90112,-1185792,1
2262,208,24,6,0.0842105263,0.915789474,705.9630745,640.3862115,1275.568081,799.7596154,2470,229.7674419,4940,-1158144,106496,-1051648,1
2439,218,23,7,0.0820474219,0.917952578,771.906687,674.3942182,1347.9918,1116.518349,2657,416.4576803,5314,-1248768,111616,-1137152,1
2407,184,23,7,0.0710150521,0.928984948,740.8014494,771.9415328,1319.635646,986.8097826,2591,515.1093439,5182,-1232384,94208,-1138176,1
2133,201,23,7,0.0861182519,0.913881748,667.7643617,633.2021188,1201.023441,811.7512438,2334,376.4516129,4668,-1092096,102912,-989184,1
1745,173,23,7,0.090198123,0.909801877,552.2329939,543.9753472,974.9747851,803.4104046,1918,30.32890576,3836,-893440,88576,-804864,1
2765,183,25,5,0.0620759837,0.937924016,839.2040574,993.1559339,1487.235081,1282.081967,2948,551.0280374,5896,-1415680,93696,-1321984,1
2756,181,24,6,0.0616275111,0.938372489,836.1209431,998.8106797,1478.363933,1326.41989,2937,236.0932476,5874,-1411072,92672,-1318400,1
2764,184,24,6,0.0624151967,0.937584803,839.7982352,992.828684,1484.358538,1326.407609,2948,263.2142857,5896,-1415168,94208,-1320960,1
2713,153,23,7,0.053384508,0.946615492,820.6510879,937.9878794,1432.677847,1448.078431,2866,216.3018868,5732,-1389056,78336,-1310720,1
2798,193,23,7,0.0645269141,0.935473086,850.4827998,1015.485389,1508.646176,1312.663212,2991,319.2102455,5982,-1432576,98816,-1333760,1
2782,199,23,7,0.0667561221,0.933243878,846.293188,1017.75517,1505.604242,1286.834171,2981,565.654649,5962,-1424384,101888,-1322496,1
2777,198,23,7,0.0665546218,0.933445378,843.5970717,1031.483493,1501.21318,1302.681818,2975,189.0088945,5950,-1421824,101376,-1320448,1
2836,197,23,7,0.0649521925,0.935047807,862.1443474,1044.383311,1524.123766,1414.446701,3033,291.6346154,6066,-1452032,100864,-1351168,1
2801,189,24,6,0.0632107023,0.936789298,850.1551991,1012.454686,1510.046055,1279.925926,2990,331.8534961,5980,-1434112,96768,-1337344,1
2755,164,23,7,0.0561836245,0.943816375,832.7057449,986.3378881,1467.506352,1333.902439,2919,205.7082452,5838,-1410560,83968,-1326592,1
2828,197,23,7,0.0651239669,0.934876033,858.7683942,1047.712676,1523.59017,1360.974619,3025,564.3656716,6050,-1447936,100864,-1347072,1
2789,188,22,8,0.063150823,0.936849177,847.6457482,1001.036669,1500.990678,1311.117021,2977,264.8576512,5954,-1427968,96256,-1331712,1
2802,177,24,6,0.0594159114,0.940584089,853.1170556,927.6486088,1505.578872,1243.378531,2979,305.5384615,5958,-1434624,90624,-1344000,1
2782,188,23,7,0.0632996633,0.936700337,843.8170941,1016.809274,1498.940331,1286.611702,2970,207.8376487,5940,-1424384,96256,-1328128,1
2759,182,23,7,0.061883713,0.938116287,837.4273915,1000.63839,1478.877492,1351.582418,2941,253.0981067,5882,-1412608,93184,-1319424,1
2752,165,24,6,0.056564964,0.943435036,833.7129718,968.9361511,1462.534884,1400.042424,2917,256.1018437,5834,-1409024,84480,-1324544,1
2708,162,23,7,0.056445993,0.943554007,820.6752097,947.0431742,1439.675037,1365.709877,2870,294.057377,5740,-1386496,82944,-1303552,1
2542,150,23,7,0.0557206538,0.944279346,766.9515297,796.4283648,1374.327301,874.92,2692,50.24262785,5384,-1301504,76800,-1224704,1
2793,186,23,7,0.0624370594,0.937562941,848.8803337,994.4737031,1502.054422,1308.989247,2979,254.6153846,5958,-1430016,95232,-1334784,1
2012,170,23,7,0.0779101742,0.922089826,623.5679764,565.8355821,1124.988569,695.1529412,2182,39.40762146,4364,-1030144,87040,-943104,1
669,105,23,7,0.135658915,0.864341085,217.0267534,256.1388488,394.4947683,342.9333333,774,21.30470685,1548,-342528,53760,-288768,1
838,138,22,8,0.141393443,0.858606557,277.9237441,301.9385581,493.8019093,456.3043478,976,23.64341085,1952,-429056,70656,-358400,1
843,124,23,7,0.128231644,0.871768356,275.5283071,302.5722404,484.7034401,479.2177419,967,29.77216749,1934,-431616,63488,-368128,1
839,141,23,7,0.143877551,0.856122449,274.5289595,324.0708692,498.7020262,441.6950355,980,29.49142341,1960,-429568,72192,-357376,1
857,132,23,7,0.13346815,0.86653185,280.0998002,318.0092031,497.0711785,481.5530303,989,30.35604665,1978,-438784,67584,-371200,1
832,136,23,7,0.140495868,0.859504132,273.6471229,308.518331,492.0673077,438.2058824,968,28.91278375,1936,-425984,69632,-356352,1
856,133,23,7,0.134479272,0.865520728,282.727273,302.6720638,494.1051402,500.7593985,989,28.65005794,1978,-438272,68096,-370176,1
866,129,22,8,0.129648241,0.870351759,281.3757645,323.2522598,500.6466513,480.2325581,995,29.57788347,1990,-443392,66048,-377344,1
854,139,23,7,0.139979859,0.860020141,279.0270193,324.545557,505.735363,443.3309353,993,30.42279412,1986,-437248,71168,-366080,1
837,128,22,8,0.132642487,0.867357513,275.0384451,299.7301765,486.3500597,461.09375,965,28.18341121,1930,-428544,65536,-363008,1
825,134,23,7,0.139728884,0.860271116,268.9666925,315.2167171,489.2048485,423.3283582,959,28.38117786,1918,-422400,68608,-353792,1
830,126,23,7,0.131799163,0.868200837,271.3154146,304.7795151,477.3771084,485.8968254,956,27.31428571,1912,-424960,64512,-360448,1
838,125,22,8,0.1298027,0.8701973,268.6186377,321.9276275,494.4451074,398.568,963,28.48269743,1926,-429056,64000,-365056,1
835,137,22,8,0.140946502,0.859053498,274.1747348,314.8525152,491.9796407,453.1021898,972,28.99761337,1944,-427520,70144,-357376,1
854,119,23,7,0.122302158,0.877697842,280.2124743,285.625665,486.7763466,488.605042,973,27.22439843,1946,-437248,60928,-376320,1
860,139,23,7,0.139139139,0.860860861,282.9415695,314.4836008,508.8883721,445.0071942,999,28.156708,1998,-440320,71168,-369152,1
865,130,23,7,0.130653266,0.869346734,284.199259,306.1062375,500.5479769,481.0461538,995,26.84111141,1990,-442880,66560,-376320,1
834,131,23,7,0.135751295,0.864248705,274.6962019,300.4113286,487.6282974,453.5343511,965,28.81457151,1930,-427008,67072,-359936,1
832,132,23,7,0.136929461,0.863070539,271.3153506,312.4173664,491.7896635,423.9469697,964,28.27808742,1928,-425984,67584,-358400,1
851,121,23,7,0.124485597,0.875514403,276.0190226,310.0707252,489.4453584,465.785124,972,19.04761905,1944,-435712,61952,-373760,1
3110,361,23,7,0.10400461,0.89599539,994.168399,942.814784,1790.895498,1263.077562,3471,76.6902342,6942,-1592320,184832,-1407488,1
3123,381,23,7,0.108732877,0.891267123,986.1008269,1196.104288,1763.231508,1664.535433,3504,87.68768769,7008,-1598976,195072,-1403904,1
3106,367,22,8,0.105672329,0.894327671,983.6513579,1150.050238,1739.561172,1715.324251,3473,84.11237588,6946,-1590272,187904,-1402368,1
3147,359,22,8,0.102395893,0.897604107,988.6441828,1193.012758,1765.510327,1648.21727,3506,88.44601413,7012,-1611264,183808,-1427456,1
3144,386,23,7,0.109348442,0.890651558,1003.292496,1067.591035,1811.522901,1390.639896,3530,78.61915367,7060,-1609728,197632,-1412096,1
3108,356,24,6,0.102771363,0.897228637,979.2700953,1159.083799,1745.410553,1619.786517,3464,87.62964837,6928,-1591296,182272,-1409024,1
3149,377,22,8,0.106920023,0.893079977,994.5870319,1191.001134,1774.188314,1674.222812,3526,78.0952381,7052,-1612288,193024,-1419264,1
3121,374,23,7,0.107010014,0.892989986,987.9473077,1169.285446,1749.455944,1735.850267,3495,87.09195116,6990,-1597952,191488,-1406464,1
3116,395,23,7,0.11250356,0.88749644,989.0439799,1183.531352,1769.857831,1646.681013,3511,73.97808681,7022,-1595392,202240,-1393152,1
2325,206,24,6,0.0813907546,0.918609245,720.0379253,724.4560376,1302.28043,856.5242718,2531,124.9876543,5062,-1190400,105472,-1084928,1
3136,375,24,6,0.106807177,0.893192823,994.3720748,1161.03832,1759.714605,1724.936,3511,79.8317417,7022,-1605632,192000,-1413632,1
3142,378,22,8,0.107386364,0.892613636,992.7494029,1191.077396,1768.030236,1697.907407,3520,87.51864744,7040,-1608704,193536,-1415168,1
3150,373,22,8,0.105875674,0.894124326,992.7957773,1197.497321,1773.823175,1662.152815,3523,81.02575897,7046,-1612800,190976,-1421824,1
3134,398,22,8,0.112684032,0.887315968,997.4443999,1169.6719,1784.782706,1622.535176,3532,70.52715655,7064,-1604608,203776,-1400832,1
3106,356,24,6,0.102830734,0.897169266,981.354669,1143.31961,1737.774952,1676.752809,3462,76.98465644,6924,-1590272,182272,-1408000,1
3134,371,24,6,0.105848787,0.894151213,990.4091245,1176.015088,1758.755584,1704.380054,3505,78.69330938,7010,-1604608,189952,-1414656,1
3147,376,23,7,0.106727221,0.893272779,993.6886511,1187.327748,1776.6762,1639.164894,3523,85.09661836,7046,-1611264,192512,-1418752,1
3196,372,23,7,0.10426009,0.89573991,1007.571135,1202.260471,1794.327597,1700.067204,3568,84.05182568,7136,-1636352,190464,-1445888,1
3110,334,22,8,0.0969802555,0.903019744,977.5256571,1130.810605,1735.317685,1603.149701,3444,355.4179567,6888,-1592320,171008,-1421312,1
3109,383,23,7,0.109679267,0.890320733,985.7913189,1171.726815,1753.418463,1690.339426,3492,83.881816,6984,-1591808,196096,-1395712,1
1287,147,22,8,0.10251046,0.89748954,404.610929,484.4712328,724.039627,660.244898,1434,139.3586006,2868,-658944,75264,-583680,1
1246,146,21,9,0.104885057,0.895114943,392.2283285,474.4972243,700.6934189,660.7123288,1392,135.014549,2784,-637952,74752,-563200,1
1257,136,22,8,0.0976310122,0.902368988,394.7947685,463.761706,699.5513126,673.4191176,1393,34.05867971,2786,-643584,69632,-573952,1
1305,143,21,9,0.0987569061,0.901243094,409.601302,485.8699572,729.2659004,681.006993,1448,146.5587045,2896,-668160,73216,-594944,1
1276,147,22,8,0.103302881,0.896697119,402.6520916,474.0786708,716.1050157,676.3673469,1423,124.1710297,2846,-653312,75264,-578048,1
1298,141,22,8,0.0979847116,0.902015288,406.9171889,485.0443367,724.0392912,682.8156028,1439,105.5759354,2878,-664576,72192,-592384,1
2139,165,22,8,0.0716145833,0.928385417,652.0319125,810.7757322,1159.26087,1064.854545,2304,287.2817955,4608,-1095168,84480,-1010688,1
1267,145,21,9,0.102691218,0.897308782,398.6401973,475.671843,712.504341,654.0344828,1412,148.7881981,2824,-648704,74240,-574464,1
1274,147,21,9,0.103448276,0.896551724,400.7442245,482.5633166,715.7762951,669.6054422,1421,51.72915908,2842,-652288,75264,-577024,1
1265,143,21,9,0.1015625,0.8984375,397.9753898,474.4804144,706.6743083,685.2657343,1408,166.8246445,2816,-647680,73216,-574464,1
431,73,22,8,0.14484127,0.85515873,140.9064907,169.8860921,253.7169374,245.3150685,504,11.72365666,1008,-220672,37376,-183296,1
1275,140,21,9,0.0989399293,0.901060071,401.014474,470.4575628,710.3843137,686.2857143,1415,96.19306594,2830,-652800,71680,-581120,1
1295,141,22,8,0.098189415,0.901810585,407.2069531,476.0634975,720.8787645,696.6524823,1436,147.7366255,2872,-663040,72192,-590848,1
1251,144,21,9,0.103225806,0.896774194,393.9373886,470.8247834,701.6946443,665.9027778,1395,119.9484093,2790,-640512,73728,-566784,1
1270,146,22,8,0.103107345,0.896892655,399.2811844,480.558559,714.2653543,658.3493151,1416,123.7762238,2832,-650240,74752,-575488,1
1261,145,22,8,0.103129445,0.896870555,397.4138009,471.7287827,707.4742268,668.937931,1406,99.22371207,2812,-645632,74240,-571392,1
1260,139,21,9,0.0993566833,0.900643317,395.9438582,469.3646048,698.6642857,712.1079137,1399,74.06034939,2798,-645120,71168,-573952,1
1266,144,21,9,0.10212766,0.89787234,398.6846537,473.4947737,708.1524487,682.1805556,1410,138.5068762,2820,-648192,73728,-574464,1
647,73,21,9,0.101388889,0.898611111,202.4617775,233.0224846,370.3493045,273.2054795,720,11.2324493,1440,-331264,37376,-293888,1
1299,146,22,8,0.101038062,0.898961938,407.2230078,496.6183081,722.073903,731.239726,1445,149.4312306,2890,-665088,74752,-590336,1
799,125,23,7,0.135281385,0.864718615,257.8750737,311.7889785,471.2866083,406.336,924,23.78990731,1848,-409088,64000,-345088,1
813,128,23,7,0.136025505,0.863974495,268.6006916,289.8805147,473.0651907,457.8828125,941,26.97047865,1882,-416256,65536,-350720,1
798,124,23,7,0.134490239,0.865509761,261.2890507,293.6536992,466.3721805,430.1451613,922,26.48664177,1844,-408576,63488,-345088,1
805,131,22,8,0.139957265,0.860042735,265.3692695,295.5940988,474.4024845,432.2290076,936,45.23924601,1872,-412160,67072,-345088,1
792,126,22,8,0.137254902,0.862745098,260.3646209,291.0915946,463.7108586,433.031746,918,26.93661972,1836,-405504,64512,-340992,1
792,131,23,7,0.141928494,0.858071506,261.9289259,290.1094718,467.4457071,429.0763359,923,27.9781752,1846,-405504,67072,-338432,1
800,118,23,7,0.128540305,0.871459695,261.0198478,290.1393156,461.69125,444.6440678,918,28.52703543,1836,-409600,60416,-349184,1
792,125,23,7,0.136314068,0.863685932,259.0908809,294.3220923,465.7436869,416.272,917,27.61216501,1834,-405504,64000,-341504,1
776,114,22,8,0.128089888,0.871910112,254.3678627,273.6618597,445.7048969,444.1052632,890,25.61151079,1780,-397312,58368,-338944,1
785,137,23,7,0.148590022,0.851409978,259.3983848,297.2694174,470.0636943,412.4306569,922,27.50596659,1844,-401920,70144,-331776,1
789,127,22,8,0.138646288,0.861353712,260.6578838,285.9593881,461.6387833,439,916,26.10430322,1832,-403968,65024,-338944,1
807,133,23,7,0.141489362,0.858510638,266.8878694,294.5052404,476.3890954,434.7669173,940,27.63892973,1880,-413184,68096,-345088,1
795,126,23,7,0.136807818,0.863192182,260.7231268,292.8879832,467.5899371,419.4206349,921,26.42754663,1842,-407040,64512,-342528,1
430,64,23,7,0.129554656,0.870445344,135.2138934,178.138217,254.3023256,201.796875,494,50.05065856,988,-220160,32768,-187392,1
794,135,23,7,0.145317546,0.854682454,262.8239759,295.5377639,470.6712846,431.6444444,929,27.03725262,1858,-406528,69120,-337408,1
789,132,23,7,0.143322476,0.856677524,259.5748139,297.0165547,468.3257288,417.2121212,921,26.98505713,1842,-403968,67584,-336384,1
816,132,23,7,0.139240506,0.860759494,268.9125084,299.1562794,479.9816176,440.6136364,948,28.99082569,1896,-417792,67584,-350208,1
776,125,23,7,0.138734739,0.861265261,257.0242825,277.9413445,453.4110825,436.032,901,26.53121319,1802,-397312,64000,-333312,1
808,123,23,7,0.132116004,0.867883996,263.216329,301.125163,470.2871287,437.8373984,931,26.9933314,1862,-413696,62976,-350720,1
799,129,23,7,0.139008621,0.860991379,263.9086101,289.6393855,469.212766,435.3100775,928,27.77611494,1856,-409088,66048,-343040,1
9429,531,24,6,0.053313253,0.946686747,2855.225812,2946.07258,5050.249443,3741.954802,9960,971.7073171,19920,-4827648,271872,-4555776,1
9406,553,22,8,0.0555276634,0.944472337,2845.823728,2999.161821,5062.817351,3571.356239,9959,579.0116279,19918,-4815872,283136,-4532736,1
9413,546,24,6,0.0548247816,0.945175218,2848.604166,3135.609837,5037.213322,3993.64652,9959,298.1736527,19918,-4819456,279552,-4539904,1
9416,544,22,8,0.0546184739,0.945381526,2851.623847,3049.253613,5044.702315,3869.233456,9960,1234.200743,19920,-4820992,278528,-4542464,1
9392,534,22,8,0.053798106,0.946201894,2847.043388,2938.19284,5029.421529,3804.071161,9926,247.5311721,19852,-4808704,273408,-4535296,1
9434,526,23,7,0.052811245,0.947188755,2853.9303,2997.385817,5046.256837,3801.127376,9960,1462.555066,19920,-4830208,269312,-4560896,1
1545,229,23,7,0.129086809,0.870913191,505.0615376,480.6503843,926.5255663,624.2052402,1774,30.77189939,3548,-791040,117248,-673792,1
9405,555,22,8,0.0557228916,0.944277108,2855.247298,2911.52698,5055.875492,3703.190991,9960,558.2959641,19920,-4815360,284160,-4531200,1
9419,541,22,8,0.0543172691,0.945682731,2853.087596,3079.122898,5036.11859,4012.160813,9960,217.4672489,19920,-4822528,276992,-4545536,1
9430,530,24,6,0.0532128514,0.946787149,2853.140309,3120.267537,5028.784199,4121.40566,9960,241.8062637,19920,-4828160,271360,-4556800,1
9408,550,23,7,0.0552319743,0.944768026,2838.107498,3306.827158,5033.318134,4058.916364,9958,270.0840792,19916,-4816896,281600,-4535296,1
9434,526,24,6,0.052811245,0.947188755,2854.440374,2987.032599,5046.474454,3797.224335,9960,852.739726,19920,-4830208,269312,-4560896,1
9447,511,24,6,0.0513155252,0.948684475,2855.867802,2954.927266,5044.438658,3778.960861,9958,764.2363776,19916,-4836864,261632,-4575232,1
9438,523,24,6,0.0525047686,0.947495231,2856.203273,2934.093533,5050.386946,3728.85086,9961,827.3255814,19922,-4832256,267776,-4564480,1
9404,514,23,7,0.0518249647,0.948175035,2843.528685,2952.879309,5025.095704,3759.379377,9918,186.393535,19836,-4814848,263168,-4551680,1
9441,519,23,7,0.0521084337,0.947891566,2860.095189,2929.268761,5040.637644,3886.55106,9960,717.062635,19920,-4833792,265728,-4568064,1
9362,593,23,7,0.0595680563,0.940431944,2838.570727,2880.629579,5086.743431,3261.210793,9955,546.377607,19910,-4793344,303616,-4489728,1
9435,525,23,7,0.0527108434,0.947289157,2855.116284,2930.598529,5052.084261,3694.028571,9960,815.0572831,19920,-4830720,268800,-4561920,1
9417,543,24,6,0.0545180723,0.945481928,2856.538991,2929.106486,5050.135393,3772.845304,9960,923.0769231,19920,-4821504,278016,-4543488,1
9414,546,23,7,0.0548192771,0.945180723,2851.094062,2995.404307,5053.472063,3722.333333,9960,1234.200743,19920,-4819968,279552,-4540416,1
5972,432,24,6,0.0674578389,0.932542161,1816.31994,1970.24486,3278.222371,2155.708333,6404,143.6518618,12808,-3057664,221184,-2836480,1
5953,338,23,7,0.0537275473,0.946272453,1793.011545,2150.487548,3166.534016,2784.346154,6291,152.0299662,12582,-3047936,173056,-2874880,1
6876,363,23,7,0.0501450477,0.949854952,2076.938451,2125.038394,3667.710733,2716.256198,7239,131.5703381,14478,-3520512,185856,-3334656,1
6053,415,23,7,0.0641620284,0.935837972,1839.137349,1938.868838,3308.397984,2156.657831,6468,173.219068,12936,-3099136,212480,-2886656,1
5955,377,23,7,0.0595388503,0.94046115,1804.811381,2058.379511,3206.693199,2531.618037,6332,113.7416921,12664,-3048960,193024,-2855936,1
6029,460,23,7,0.0708891971,0.929110803,1840.938483,1811.345128,3343.643722,1952.123913,6489,168.5454545,12978,-3086848,235520,-2851328,1
6082,445,24,6,0.0681783361,0.931821664,1854.200376,1900.233297,3349.666557,2093.159551,6527,183.1883244,13054,-3113984,227840,-2886144,1
5969,371,24,6,0.0585173502,0.94148265,1809.196452,2002.624317,3215.991623,2438.587601,6340,160.9137056,12680,-3056128,189952,-2866176,1
81,41,24,6,0.336065574,0.663934426,35.1553263,31.23044778,54.67901235,74.97560976,122,8.56741573,244,-41472,20992,-20480,1
