N_in_packets,N_out_packets,in_first_thirty,out_first_thirty,out_fraction,in_fraction,out_std,in_std,out_mean,in_mean,N_packets,time_fraction,sum_N,incoming_packets_size,outgoing_packets_size,total_packets_size,y
706,103,22,8,0.127317676,0.872682324,227.1168487,273.410057,403.9291785,412.3398058,809,58.87918486,1618,-361472,52736,-308736,23
405,56,22,8,0.121475054,0.878524946,127.9623706,162.2168874,235.2098765,200.5535714,461,43.49056604,922,-207360,28672,-178688,23
714,104,22,8,0.127139364,0.872860636,229.3818242,277.9037176,410.9663866,399.4326923,818,33.56585966,1636,-365568,53248,-312320,23
714,105,22,8,0.128205128,0.871794872,233.0103851,257.259687,413.4005602,386.8761905,819,32.13024716,1638,-365568,53760,-311808,23
706,103,22,8,0.127317676,0.872682324,227.8186416,269.4927655,405.0283286,404.8058252,809,68.0976431,1618,-361472,52736,-308736,23
705,103,22,8,0.127475248,0.872524752,227.14502,271.3361346,403.9191489,408.4757282,808,74.19651056,1616,-360960,52736,-308224,23
709,103,22,8,0.126847291,0.873152709,228.6665002,270.6175794,406.4880113,406.5825243,812,58.92597968,1624,-363008,52736,-310272,23
699,105,22,8,0.130597015,0.869402985,226.138135,267.8128673,400.0157368,419.0380952,804,61.00151745,1608,-357888,53760,-304128,23
702,109,22,8,0.134401973,0.865598027,223.6919298,291.2338597,402.1082621,431.0642202,811,14.57584472,1622,-359424,55808,-303616,23
702,103,22,8,0.127950311,0.872049689,226.6195615,268.3678485,402.531339,406.1941748,805,70.92511013,1610,-359424,52736,-306688,23
701,100,22,8,0.124843945,0.875156055,225.2415021,269.3967296,401.9429387,394.39,801,61.28538638,1602,-358912,51200,-307712,23
710,105,22,8,0.128834356,0.871165644,229.436119,270.951597,405.7352113,423.3142857,815,64.68253968,1630,-363520,53760,-309760,23
702,102,22,8,0.126865672,0.873134328,225.9160471,270.8005256,402.048433,405.6078431,804,79.21182266,1608,-359424,52224,-307200,23
700,105,22,8,0.130434783,0.869565217,226.3733774,268.5552113,400.7414286,418.0571429,805,78.69012708,1610,-358400,53760,-304640,23
702,104,22,8,0.129032258,0.870967742,226.6446584,269.8262589,402.9287749,407.3557692,806,59.83667409,1612,-359424,53248,-306176,23
706,111,22,8,0.135862913,0.864137087,227.3785787,282.6217757,405.131728,433.6036036,817,14.27572951,1634,-361472,56832,-304640,23
708,102,22,8,0.125925926,0.874074074,228.1654398,269.8657392,405.6751412,404.2843137,810,66.88687036,1620,-362496,52224,-310272,23
703,105,22,8,0.129950495,0.870049505,227.0678482,270.9448204,405.4352774,398.2380952,808,63.17435496,1616,-359936,53760,-306176,23
716,107,22,8,0.130012151,0.869987849,231.1724258,276.5843193,411.0963687,418.046729,823,70.70446735,1646,-366592,54784,-311808,23
702,104,22,8,0.129032258,0.870967742,227.8980048,262.2330398,405.511396,389.9230769,806,46.77887406,1612,-359424,53248,-306176,23
697,104,22,8,0.129837703,0.870162297,224.823901,270.2231845,401.6470588,396.6634615,801,55.58639833,1602,-356864,53248,-303616,23
404,56,22,8,0.12173913,0.87826087,127.8410362,161.043408,234.6163366,200.8035714,460,42.87045666,920,-206848,28672,-178176,23
404,57,22,8,0.123644252,0.876355748,127.9504112,162.3774031,234.8094059,204,461,42.80408542,922,-206848,29184,-177664,23
710,105,22,8,0.128834356,0.871165644,231.2559251,260.3633892,410.0746479,393.9714286,815,27.46882373,1630,-363520,53760,-309760,23
716,102,22,8,0.124694377,0.875305623,229.6595609,277.1442698,411.0055866,398.9313725,818,56.02739726,1636,-366592,52224,-314368,23
1021,172,21,9,0.14417435,0.85582565,342.5206079,354.9249106,594.5259549,611.6860465,1193,37.64594509,2386,-522752,88064,-434688,23
1045,181,21,9,0.147634584,0.852365416,358.7754777,313.5328126,600.1626794,690.5027624,1226,67.92243767,2452,-535040,92672,-442368,23
43,16,18,12,0.271186441,0.728813559,17.39227059,14.42423633,32.20930233,24.0625,59,8.286516854,118,-22016,8192,-13824,23
1021,176,21,9,0.147034252,0.852965748,351.9769517,294.2868479,585.9049951,674.9659091,1197,60.302267,2394,-522752,90112,-432640,23
984,145,22,8,0.128432241,0.871567759,328.3176486,292.0623249,551.0731707,659.5103448,1129,88.47962382,2258,-503808,74240,-429568,23
983,154,20,10,0.135444151,0.864555849,331.4130023,293.8881773,556.0274669,651.8051948,1137,70.44609665,2274,-503296,78848,-424448,23
969,156,21,9,0.138666667,0.861333333,328.004124,296.8807471,553.3467492,622.9615385,1125,75.80862534,2250,-496128,79872,-416256,23
43,17,19,11,0.283333333,0.716666667,17.75312951,15.11501465,32.41860465,25.64705882,60,11.92842942,120,-22016,8704,-13312,23
1028,156,21,9,0.131756757,0.868243243,345.3678576,306.7161671,581.0554475,667.9166667,1184,128.5559175,2368,-526336,79872,-446464,23
1025,177,22,8,0.147254576,0.852745424,341.5417146,375.7394691,606.3717073,573.2881356,1202,80.72531901,2404,-524800,90624,-434176,23
63,25,18,12,0.284090909,0.715909091,25.75421161,22.95651542,47.36507937,37.28,88,11.78045515,176,-32256,12800,-19456,23
1010,180,22,8,0.151260504,0.848739496,347.2606542,313.380744,583.5306931,662.6611111,1190,75.36415453,2380,-517120,92160,-424960,23
989,156,21,9,0.136244541,0.863755459,332.3396875,300.4414427,557.3518706,672.2051282,1145,86.09022556,2290,-506368,79872,-426496,23
708,98,21,9,0.121588089,0.878411911,227.5018585,262.1203619,410.1370056,355.5510204,806,85.38135593,1612,-362496,50176,-312320,23
725,98,21,9,0.119076549,0.880923451,230.8311318,265.451138,399.7227586,502.8265306,823,96.82352941,1646,-371200,50176,-321024,23
695,96,22,8,0.12136536,0.87863464,223.886482,255.177277,390.8028777,433.625,791,86.16557734,1582,-355840,49152,-306688,23
40,17,18,12,0.298245614,0.701754386,16.98999706,14.23966875,30.8,24.76470588,57,8.728943338,114,-20480,8704,-11776,23
980,159,21,9,0.139596137,0.860403863,333.0343119,288.8835789,557.0653061,649.7232704,1139,89.61447679,2278,-501760,81408,-420352,23
1013,145,22,8,0.125215889,0.874784111,334.7411825,325.1455637,571.1411649,637.8965517,1158,113.5294118,2316,-518656,74240,-444416,23
993,163,21,9,0.14100346,0.85899654,334.8070425,307.6784504,561.6817724,680.9570552,1156,20.20979021,2312,-508416,83456,-424960,23
747,109,22,8,0.127336449,0.872663551,240.9827941,285.4246834,427.3186078,436.5963303,856,48.30699774,1712,-382464,55808,-326656,23
754,107,22,8,0.1242741,0.8757259,241.103416,295.732008,431.4257294,428,861,38.11420983,1722,-386048,54784,-331264,23
758,107,22,8,0.123699422,0.876300578,243.5288706,289.6894277,432.6253298,435.6542056,865,70.49714751,1730,-388096,54784,-333312,23
758,111,22,8,0.127733026,0.872266974,241.926734,304.6661293,436.7585752,422.990991,869,59.97239476,1738,-388096,56832,-331264,23
747,106,22,8,0.124267292,0.875732708,239.6362967,288.5209427,427.0468541,426.6698113,853,81.94044188,1706,-382464,54272,-328192,23
744,116,22,8,0.134883721,0.865116279,241.2513334,288.3233184,427.2284946,451.4827586,860,15.008726,1720,-380928,59392,-321536,23
761,105,22,8,0.121247113,0.878752887,243.2746821,293.6389055,435.6977661,417.5714286,866,38.90386343,1732,-389632,53760,-335872,23
756,106,22,8,0.122969838,0.877030162,242.5219667,289.6096863,433.260582,418.9433962,862,67.82061369,1724,-387072,54272,-332800,23
751,108,22,8,0.12572759,0.87427241,241.8686021,286.8363797,429.747004,431.7592593,859,78.51919561,1718,-384512,55296,-329216,23
754,110,22,8,0.127314815,0.872685185,242.6655046,291.485558,432.9429708,429.4636364,864,61.1898017,1728,-386048,56320,-329728,23
748,109,22,8,0.127187865,0.872812135,240.7412776,288.9016461,428.3008021,433.7981651,857,69.16868442,1714,-382976,55808,-327168,23
752,108,22,8,0.125581395,0.874418605,239.7282596,300.9765382,431.3218085,424.7777778,860,82.13944604,1720,-385024,55296,-329728,23
751,107,22,8,0.124708625,0.875291375,241.4356255,287.7221003,429.0719041,432.5046729,858,74.15730337,1716,-384512,54784,-329728,23
744,108,22,8,0.126760563,0.873239437,239.4721377,286.6292426,426.6505376,425.462963,852,61.07526882,1704,-380928,55296,-325632,23
745,108,23,7,0.126611958,0.873388042,241.3519964,277.6214466,427.0416107,426.712963,853,35.60100167,1706,-381440,55296,-326144,23
748,109,22,8,0.127187865,0.872812135,241.4773566,284.5815954,427.8770053,436.706422,857,58.49829352,1714,-382976,55808,-327168,23
752,106,22,8,0.123543124,0.876456876,241.3553845,288.6175517,429.5625,429.0566038,858,64.80362538,1716,-385024,54272,-330752,23
754,107,22,8,0.1242741,0.8757259,242.1407961,289.7155167,430.9748011,431.1775701,861,65.03021148,1722,-386048,54784,-331264,23
750,106,22,8,0.123831776,0.876168224,240.2078954,291.1609775,427.392,436.3396226,856,74.11255411,1712,-384000,54272,-329728,23
767,109,22,8,0.124429224,0.875570776,249.4606751,274.8672073,441.4132986,418,876,21.99347226,1752,-392704,55808,-336896,23
9474,479,20,10,0.0481261931,0.951873807,2869.110243,2919.91045,4998.610935,4549.563674,9953,985.4455446,19906,-4850688,245248,-4605440,24
9344,600,21,9,0.0603378922,0.939662108,2874.678236,2770.975001,5000.040989,4543.595,9944,509.1653866,19888,-4784128,307200,-4476928,24
9343,601,21,9,0.0604384553,0.939561545,2859.169245,3040.422161,4965.396018,5082.936772,9944,643.2082794,19888,-4783616,307712,-4475904,24
1542,322,23,7,0.172746781,0.827253219,518.4727582,621.7353627,923.5,975.5993789,1864,53.85726669,3728,-789504,164864,-624640,24
9504,447,21,9,0.0449201085,0.955079891,2871.801299,2876.748315,4988.54577,4709.255034,9951,438.9501544,19902,-4866048,228864,-4637184,24
9491,462,22,8,0.0464181654,0.953581835,2865.299611,3011.629947,4993.098093,4646.292208,9953,1423.891273,19906,-4859392,236544,-4622848,24
3261,259,21,9,0.0735795455,0.926420455,1022.275111,905.8929356,1778.320454,1536.127413,3520,65.2335063,7040,-1669632,132608,-1537024,24
2785,152,21,9,0.05175349,0.94824651,847.8396764,786.899514,1485.772352,1161.690789,2937,51.7989418,5874,-1425920,77824,-1348096,24
1193,226,23,7,0.159267089,0.840732911,392.3467885,488.5906915,701.7736798,753.4247788,1419,29.34850052,2838,-610816,115712,-495104,24
9366,581,22,8,0.0584095707,0.941590429,2860.891847,3024.140329,4957.44811,5240.824441,9947,786.3241107,19894,-4795392,297472,-4497920,24
9321,620,21,9,0.062367971,0.937632029,2870.441464,2830.78777,4996.733505,4584.125806,9941,463.4498834,19882,-4772352,317440,-4454912,24
1398,305,23,7,0.179095713,0.820904287,473.5079455,547.8448681,822.9184549,985.2983607,1703,29.86147642,3406,-715776,156160,-559616,24
9258,684,21,9,0.0687990344,0.931200966,2877.489728,2751.831473,4991.960467,4694.565789,9942,318.960539,19884,-4740096,350208,-4389888,24
9425,524,21,9,0.0526686099,0.94733139,2864.313394,2975.080712,4998.804244,4546.841603,9949,1043.966422,19898,-4825600,268288,-4557312,24
9332,614,21,9,0.0617333601,0.93826664,2876.739567,2726.50778,5009.695456,4423.376221,9946,328.7933884,19892,-4777984,314368,-4463616,24
1569,325,23,7,0.171594509,0.828405491,530.1175427,615.942182,932.8680688,1018.138462,1894,61.13621691,3788,-803328,166400,-636928,24
3152,245,21,9,0.072122461,0.927877539,973.2698206,1047.83083,1682.479378,1911.542857,3397,41.00676002,6794,-1613824,125440,-1488384,24
3700,247,21,9,0.0625791741,0.937420826,1131.0446,1249.446816,1983.436216,1832.647773,3947,56.64466131,7894,-1894400,126464,-1767936,24
1555,322,22,8,0.171550346,0.828449654,521.5840231,630.188312,934.7967846,959.2981366,1877,59.32364096,3754,-796160,164864,-631296,24
2755,235,21,9,0.0785953177,0.921404682,859.9068176,880.1317035,1510.961525,1314.238298,2990,52.85487007,5980,-1410560,120320,-1290240,24
5396,730,21,9,0.119164218,0.880835782,1761.507122,1682.627632,3151.151223,2415.60137,6126,121.6200119,12252,-2762752,373760,-2388992,24
1554,336,22,8,0.177777778,0.822222222,523.9221271,614.2875631,912.966538,1095.967262,1890,48.51129363,3780,-795648,172032,-623616,24
995,129,21,9,0.114768683,0.885231317,318.6539239,331.1953315,581.5718593,415.3953488,1124,40.14285714,2248,-509440,66048,-443392,24
668,106,21,9,0.136950904,0.863049096,214.8832179,245.9128917,404.3532934,281.2924528,774,30.41257367,1548,-342016,54272,-287744,24
286,49,22,8,0.146268657,0.853731343,91.61521281,113.3976686,175.2342657,125.7755102,335,9.41011236,670,-146432,25088,-121344,24
2630,442,22,8,0.143880208,0.856119792,897.7987288,810.6928234,1553.90038,1432.963801,3072,75.12839325,6144,-1346560,226304,-1120256,24
1066,148,22,8,0.121911038,0.878088962,340.3140733,411.1020294,615.9803002,546.4189189,1214,23.25670498,2428,-545792,75776,-470016,24
4002,587,22,8,0.127914578,0.872085422,1332.141313,1194.717579,2355.224638,1884.405451,4589,84.74607572,9178,-2049024,300544,-1748480,24
34,35,21,9,0.507246377,0.492753623,13.41024888,19.84416842,24.44117647,45.25714286,69,1.615168539,138,-17408,17920,512,24
889,114,22,8,0.113659023,0.886340977,283.5972263,314.7345039,514.8571429,401.7368421,1003,25.71135606,2006,-455168,58368,-396800,24
1609,330,22,8,0.17019082,0.82980918,547.5313313,604.0624576,947.6302051,1079.069697,1939,50.28526971,3878,-823808,168960,-654848,24
902,119,21,9,0.1165524,0.8834476,282.1621036,349.5291954,528.3991131,379.1176471,1021,37.3036171,2042,-461824,60928,-400896,24
3080,536,22,8,0.148230088,0.851769912,1054.235945,975.532762,1826.623701,1704.356343,3616,99.09564264,7232,-1576960,274432,-1302528,24
897,137,22,8,0.132495164,0.867504836,288.0360029,346.8957932,530.9241918,429.6058394,1034,19.29824561,2068,-459264,70144,-389120,24
4273,511,21,9,0.106814381,0.893185619,1382.934187,1130.391746,2478.961853,1669.502935,4784,89.38714499,9568,-2187776,261632,-1926144,24
1043,145,22,8,0.122053872,0.877946128,331.8793449,406.1760506,604.8811122,519.8275862,1188,22.69340974,2376,-534016,74240,-459776,24
1173,183,22,8,0.134955752,0.865044248,377.819159,468.0166723,683.8653026,644.1092896,1356,33.25159392,2712,-600576,93696,-506880,24
1935,239,22,8,0.109935603,0.890064397,622.6851322,580.3980486,1125.534884,779.5606695,2174,50.12681577,4348,-990720,122368,-868352,24
1057,145,22,8,0.12063228,0.87936772,334.8300494,401.5454287,619.5033113,470.262069,1202,25.71673085,2404,-541184,74240,-466944,24
815,95,20,10,0.104395604,0.895604396,258.0365816,262.7060993,471.409816,319.0105263,910,17.15686275,1820,-417280,48640,-368640,24
576,95,21,9,0.141579732,0.858420268,183.9116562,230.0794771,348.78125,258.5052632,671,20.0717918,1342,-294912,48640,-246272,24
2678,561,22,8,0.173201605,0.826798395,946.137151,876.2519472,1635.474608,1546.130125,3239,59.47484392,6478,-1371136,287232,-1083904,24
1000,178,22,8,0.151103565,0.848896435,330.2242203,385.8859393,599.566,532.9494382,1178,25.37152703,2356,-512000,91136,-420864,24
134,39,22,8,0.225433526,0.774566474,49.22143276,51.48061558,89.41044776,78.71794872,173,4.909194098,346,-68608,19968,-48640,24
793,102,21,9,0.11396648,0.88603352,250.8497699,279.8506696,464.3266078,321.0686275,895,32.97715549,1790,-406016,52224,-353792,24
708,112,20,10,0.136585366,0.863414634,231.3540798,226.6567362,431.5550847,277.4017857,820,31.49001536,1640,-362496,57344,-305152,24
1159,68,22,8,0.0554197229,0.944580277,346.7058804,395.8517761,627.7730802,379.25,1227,23.19470699,2454,-593408,34816,-558592,24
798,121,21,9,0.131664853,0.868335147,254.0350523,316.8369591,473.0651629,373.8347107,919,17.72420444,1838,-408576,61952,-346624,24
214,55,22,8,0.204460967,0.795539033,74.24723829,86.66838862,140.2850467,114.4363636,269,6.904517454,538,-109568,28160,-81408,24
810,143,22,8,0.150052466,0.849947534,263.6623518,329.9345755,483.817284,438.3846154,953,30.09156931,1906,-414720,73216,-341504,24
2142,197,22,8,0.0842240274,0.915775973,670.8771758,646.939386,1197.944444,866.1573604,2339,41.53053977,4678,-1096704,100864,-995840,24
1735,355,22,8,0.169856459,0.830143541,608.1943081,578.0734369,1051.520461,1016.076056,2090,36.73756372,4180,-888320,181760,-706560,24
892,171,22,8,0.160865475,0.839134525,295.6332144,358.9227988,536.3979821,509.0584795,1063,33.78893833,2126,-456704,87552,-369152,24
1725,364,22,8,0.174246051,0.825753949,603.5436674,600.5457044,1042.747826,1055.673077,2089,44.21164021,4178,-883200,186368,-696832,24
2818,569,21,9,0.167995276,0.832004724,985.8746771,933.8497803,1706.789212,1630.660808,3387,67.90296712,6774,-1442816,291328,-1151488,24
2745,678,22,8,0.198071867,0.801928133,931.1692747,1063.722911,1593.3898,2192.213864,3423,62.304332,6846,-1405440,347136,-1058304,24
2686,491,22,8,0.154548316,0.845451684,931.7440872,798.2265142,1628.790767,1371.325866,3177,84.51715882,6354,-1375232,251392,-1123840,24
1531,340,22,8,0.181721005,0.818278995,535.2545102,554.4617944,918.2475506,1015.938235,1871,49.32770894,3742,-783872,174080,-609792,24
72,24,22,8,0.25,0.75,28.12513032,25.5709457,50.43055556,42.70833333,96,1.682734443,192,-36864,12288,-24576,24
723,106,22,8,0.127864897,0.872135103,229.7729167,273.3774835,430.6431535,308.3018868,829,22.78098379,1658,-370176,54272,-315904,24
748,109,23,7,0.127187865,0.872812135,236.6032618,275.3853625,448.8262032,292.9449541,857,16.19119592,1714,-382976,55808,-327168,24
2527,326,22,8,0.114265685,0.885734315,818.6639687,834.4371797,1452.676692,1227.966258,2853,63.91129032,5706,-1293824,166912,-1126912,24
5756,714,23,7,0.110355487,0.889644513,1847.510867,1943.247832,3301.448923,2703.844538,6470,166.4951107,12940,-2947072,365568,-2581504,24
1223,136,22,8,0.100073584,0.899926416,381.3149951,424.9106847,703.5519215,468.2058824,1359,32.37255836,2718,-626176,69632,-556544,24
680,93,22,8,0.120310479,0.879689521,214.7226349,215.6822864,409.3073529,223.8924731,773,20.77956989,1546,-348160,47616,-300544,24
1705,257,23,7,0.130988787,0.869011213,567.0491087,536.9805062,1004.764223,827.1595331,1962,41.47991543,3924,-872960,131584,-741376,24
1178,141,23,7,0.106899166,0.893100834,372.3121502,412.3201019,678.9745331,501.4751773,1319,31.03529412,2638,-603136,72192,-530944,24
101,34,23,7,0.251851852,0.748148148,37.90815652,40.94220122,70.68316832,60.02941176,135,4.560810811,270,-51712,17408,-34304,24
1199,142,22,8,0.105891126,0.894108874,375.8500835,424.5292902,694.0025021,476.7746479,1341,29.72074468,2682,-613888,72704,-541184,24
1308,150,23,7,0.102880658,0.897119342,413.8323088,441.6085257,749.3769113,556.1733333,1458,26.2560778,2916,-669696,76800,-592896,24
2417,296,23,7,0.109104313,0.890895687,778.3726951,770.7240897,1389.814646,1089.050676,2713,59.78404584,5426,-1237504,151552,-1085952,24
720,106,23,7,0.128329298,0.871670702,231.9658154,240.2191935,432.8680556,281.9433962,826,14.52180028,1652,-368640,54272,-314368,24
741,106,23,7,0.12514758,0.87485242,231.7604022,313.0518374,432.6950067,363.2169811,847,16.97054698,1694,-379392,54272,-325120,24
677,100,23,7,0.128700129,0.871299871,218.4567279,233.3715105,404.9394387,281.09,777,15.54,1554,-346624,51200,-295424,24
2084,273,23,7,0.115825202,0.884174798,677.6473283,651.9362964,1210.775432,936.4358974,2357,48.13150909,4714,-1067008,139776,-927232,24
94,34,23,7,0.265625,0.734375,34.9388394,41.78309454,65.85106383,60.76470588,128,3.723094823,256,-48128,17408,-30720,24
4607,672,23,7,0.127296837,0.872703163,1505.075555,1636.909785,2665.156284,2467.537202,5279,115.463692,10558,-2358784,344064,-2014720,24
1214,146,23,7,0.107352941,0.892647059,381.9413042,449.9273532,696.7018122,545.7808219,1360,31.25,2720,-621568,74752,-546816,24
890,137,23,7,0.133398247,0.866601753,286.3380847,336.9625327,530.1539326,409.0583942,1027,14.49541284,2054,-455680,70144,-385536,24
876,128,22,8,0.12749004,0.87250996,279.1978576,324.8015586,521.7579909,370.703125,1004,15.0434522,2008,-448512,65536,-382976,24
2448,181,22,8,0.0688474705,0.931152529,747.7057478,852.690294,1334.867647,1046.292818,2629,52.0800317,5258,-1253376,92672,-1160704,24
2469,189,22,8,0.0711060948,0.928893905,760.124935,836.7084298,1342.656946,1157.624339,2658,108.5784314,5316,-1264128,96768,-1167360,24
1429,105,22,8,0.0684485007,0.931551499,433.621114,497.3998943,784.6536039,534.047619,1534,61.38455382,3068,-731648,53760,-677888,24
2478,165,22,8,0.0624290579,0.937570942,754.2833711,830.6377256,1341.348668,1031.418182,2643,58.26719577,5286,-1268736,84480,-1184256,24
3086,363,22,8,0.105247898,0.894752102,997.0789563,983.161264,1722.993519,1742.057851,3449,106.0252075,6898,-1580032,185856,-1394176,24
1494,119,21,9,0.0737755735,0.926224427,452.8709382,575.7701662,820.8125837,633.5882353,1613,29.18928701,3226,-764928,60928,-704000,24
2517,186,22,8,0.0688124306,0.931187569,773.2298132,837.7163297,1368.796583,1124.704301,2703,67.45695034,5406,-1288704,95232,-1193472,24
1633,144,22,8,0.081035453,0.918964547,499.4718513,615.5070092,905.7660747,698.8680556,1777,31.02304469,3554,-836096,73728,-762368,24
2914,320,22,8,0.0989486704,0.90105133,922.4328328,1027.585765,1610.946122,1677.18125,3234,80.66849588,6468,-1491968,163840,-1328128,24
2848,342,21,9,0.107210031,0.892789969,913.8848133,976.9455615,1593.325492,1613.608187,3190,68.70557829,6380,-1458176,175104,-1283072,24
3129,379,22,8,0.108038769,0.891961231,999.2036851,1100.35225,1732.07063,1939.675462,3508,77.79995564,7016,-1602048,194048,-1408000,24
34,20,22,8,0.37037037,0.62962963,16.13502713,14.30131113,26.11764706,29.85,54,1.932021467,108,-17408,10240,-7168,24
2373,174,22,8,0.0683156655,0.931684335,725.8918059,782.9239467,1297.919933,947.7816092,2547,45.69429494,5094,-1214976,89088,-1125888,24
1385,95,22,8,0.0641891892,0.935810811,418.4365638,457.4271042,759.4801444,463.7894737,1480,46.04853765,2960,-709120,48640,-660480,24
3086,380,22,8,0.109636469,0.890363531,992.8063231,1059.788087,1726.857421,1787.444737,3466,76.73234448,6932,-1580032,194560,-1385472,24
2888,352,22,8,0.108641975,0.891358025,925.8589444,1007.803595,1613.780471,1675.630682,3240,79.82261641,6480,-1478656,180224,-1298432,24
1805,149,22,8,0.0762538383,0.923746162,554.7282037,642.3459033,991.7357341,805.0469799,1954,35.15020687,3908,-924160,76288,-847872,24
2464,179,22,8,0.0677260689,0.932273931,753.4231902,856.0135186,1337.46388,1109.134078,2643,93.85653409,5286,-1261568,91648,-1169920,24
2875,341,21,9,0.106032338,0.893967662,920.787508,988.027219,1601.36487,1668.656891,3216,79.72235994,6432,-1472000,174592,-1297408,24
2878,331,22,8,0.103147398,0.896852602,910.4821409,1038.471961,1585.130994,1777.758308,3209,78.34472656,6418,-1473536,169472,-1304064,24
9491,479,21,9,0.0480441324,0.951955868,2844.998086,3211.440138,5050.131388,3704.881002,9970,612.4078624,19940,-4859392,245248,-4614144,24
9495,471,22,8,0.0472606863,0.952739314,2852.644054,3318.415537,4996.377988,4723.889597,9966,398.7995198,19932,-4861440,241152,-4620288,24
9517,454,21,9,0.0455320429,0.954467957,2845.947023,3205.32738,5050.287801,3638.363436,9971,804.1129032,19942,-4872704,232448,-4640256,24
4193,223,21,9,0.0504981884,0.949501812,1254.203243,1535.752242,2234.175531,1725.730942,4416,95.93743211,8832,-2146816,114176,-2032640,24
8704,345,22,8,0.0381257598,0.96187424,2594.918075,2907.746279,4556.144072,3739.266667,9049,301.9352686,18098,-4456448,176640,-4279808,24
114,36,21,9,0.24,0.76,44.4157067,39.29057429,76.77192982,71.47222222,150,5.530973451,300,-58368,18432,-39936,24
8206,375,21,9,0.0437012003,0.9562988,2452.42005,2825.779246,4331.360102,3407.813333,8581,185.0150927,17162,-4201472,192000,-4009472,24
7680,464,21,9,0.0569744597,0.94302554,2316.349075,2623.019971,4139.942578,2956.209052,8144,98.64341085,16288,-3932160,237568,-3694592,24
7975,449,21,9,0.053300095,0.946699905,2399.641758,2673.78801,4280.12815,3011.309577,8424,121.7869018,16848,-4083200,229888,-3853312,24
6962,445,21,9,0.0600783043,0.939921696,2109.101906,2297.793225,3772.636168,2630.191011,7407,98.22304734,14814,-3564544,227840,-3336704,24
9522,449,21,9,0.0450305887,0.954969411,2855.844458,3138.260196,5035.988448,3925.888641,9971,701.1954993,19942,-4875264,229888,-4645376,24
6301,321,21,9,0.048474781,0.951525219,1892.169439,2117.666362,3350.661482,2542.788162,6622,135.8916479,13244,-3226112,164352,-3061760,24
9491,477,21,9,0.04785313,0.95214687,2844.535744,3206.79605,5049.397113,3693.224319,9968,467.5422139,19936,-4859392,244224,-4615168,24
9486,484,21,9,0.0485456369,0.951454363,2858.974866,3082.389441,5033.540164,4043.952479,9970,546.9007131,19940,-4856832,247808,-4609024,24
9551,423,22,8,0.0424102667,0.957589733,2851.374369,3161.989763,5047.211287,3639.267139,9974,198.2114467,19948,-4890112,216576,-4673536,24
9131,490,21,9,0.0509302567,0.949069743,2744.214534,3156.811665,4867.230752,3763.157143,9621,173.6329182,19242,-4675072,250880,-4424192,24
9430,534,21,9,0.0535929346,0.946407065,2838.981376,3371.640168,5027.859173,4181.494382,9964,380.5958747,19928,-4828160,273408,-4554752,24
9487,483,21,9,0.048445336,0.951554664,2845.923702,3178.468495,5052.080742,3677.732919,9970,404.9553209,19940,-4857344,247296,-4610048,24
6830,321,22,8,0.0448888267,0.955111173,2039.842884,2290.166933,3625.334114,2526.305296,7151,325.1932697,14302,-3496960,164352,-3332608,24
9497,474,21,9,0.0475378598,0.95246214,2842.676976,3221.121171,5054.919132,3605.14557,9971,633.8842975,19942,-4862464,242688,-4619776,24
2134,239,22,8,0.100716393,0.899283607,681.3876278,690.7130254,1207.309278,1005.661088,2373,43.87132557,4746,-1092608,122368,-970240,24
2341,249,23,7,0.0961389961,0.903861004,741.5878577,791.3291315,1309.046134,1168.144578,2590,52.92194524,5180,-1198592,127488,-1071104,24
2675,428,23,7,0.137931034,0.862068966,888.9336959,928.5118078,1532.986916,1670.831776,3103,59.91504151,6206,-1369600,219136,-1150464,24
2432,310,21,9,0.113056163,0.886943837,796.3356052,747.6818315,1360.851563,1455.03871,2742,53.46071359,5484,-1245184,158720,-1086464,24
4608,579,22,8,0.111625217,0.888374783,1510.744853,1380.492025,2608.903863,2475.386874,5187,108.7421384,10374,-2359296,296448,-2062848,24
2424,364,23,7,0.130559541,0.869440459,805.5683904,796.5364669,1384.291254,1462.483516,2788,67.85105865,5576,-1241088,186368,-1054720,24
749,88,23,7,0.105137395,0.894862605,240.3263467,212.5557766,434.1214953,290.2954545,837,17.26841345,1674,-383488,45056,-338432,24
2477,397,22,8,0.138135003,0.861864997,824.1292208,848.8700138,1414.100121,1583.498741,2874,53.40022297,5748,-1268224,203264,-1064960,24
2460,356,23,7,0.126420455,0.873579545,804.6509982,865.134711,1399.25813,1472.36236,2816,53.39400834,5632,-1259520,182272,-1077248,24
2800,438,21,9,0.135268684,0.864731316,929.5955861,934.563846,1583.425,1850.116438,3238,65.53329286,6476,-1433600,224256,-1209344,24
3829,504,23,7,0.11631664,0.88368336,1257.878585,1184.148008,2187.710107,2009.660714,4333,90.93389297,8666,-1960448,258048,-1702400,24
2093,227,22,8,0.0978448276,0.902155172,668.8824277,666.4768034,1173.013856,1045.118943,2320,47.17364782,4640,-1071616,116224,-955392,24
2969,494,21,9,0.142650881,0.857349119,1000.582797,989.6923055,1717.349276,1820.052632,3463,63.25114155,6926,-1520128,252928,-1267200,24
2459,363,21,9,0.128632176,0.871367824,809.5522982,841.8001997,1397.045547,1509.415978,2822,49.72687225,5644,-1259008,185856,-1073152,24
